Species	inBoxMovingMode	Artifact	Move Items?
F643	15	Bad egg	No
F644	04	Bad egg	No
F645	14	Bad egg	No
F646	04	Bad egg	No
F647	15	Bad egg	No
F648	04	Bad egg	No
F649	14	Bad egg	No
F64A	04	Bad egg	No
F64B	2C	Bad egg	No
F64C	04	Bad egg	No
F64D	1C	Bad egg	No
F64E	04	Bad egg	No
F64F	1D	Bad egg	No
F650	04	Bad egg	No
F651	1C	Bad egg	No
F652	04	Bad egg	No
F653	1D	Bad egg	No
F654	04	Invisible bad egg	No
F655	24	Bad egg	No
F656	03	Bad egg	No
F657	25	Bad egg	No
F658	04	Bad egg	No
F659	24	Bad egg	No
F65A	04	Bad egg	No
F65B	25	Bad egg	No
F65C	04	Bad egg	No
F65D	E7	Bad egg	No
F65E	04	Bad egg	No
F65F	E7	Bad egg	No
F660	07	Bad egg	No
F661	4E	Bad egg	No
F662	04	Bad egg	No
F663	E7	Bad egg	No
F664	04	Bad egg	No
F665	2C	Bad egg	No
F666	30	Bad egg	No
F667	42	Bad egg	No
F668	30	Bad egg	No
F669	4D	Bad egg	No
F66A	31	Bad egg	No
F66B	0D	Bad egg	No
F66C	30	Bad egg	No
F66D	14	Bad egg	No
F66E	04	Bad egg	No
F66F	DC	Bad egg	No
F670	30	Bad egg	No
F671	DC	Bad egg	No
F672	04	Bad egg	No
F673	DC	Bad egg	No
F674	30	Bad egg	No
F675	0D	Bad egg	No
F676	04	Bad egg	No
F677	DB	Bad egg	No
F678	30	Bad egg	No
F679	DC	Bad egg	No
F67A	30	Bad egg	No
F67B	84	Bad egg	No
F67C	31	Bad egg	No
F67D	0D	Bad egg	No
F67E	30	Bad egg	No
F67F	15	Bad egg	No
F680	30	Bad egg	No
F681	E4	Bad egg	No
F682	30	Bad egg	No
F683	44	Bad egg	No
F684	04	Bad egg	No
F685	03	Bad egg	No
F686	30	Bad egg	No
F687	1D	Bad egg	No
F688	11	Bad egg	No
F689	11	Bad egg	No
F68A	30	Bad egg	No
F68B	10	Bad egg	No
F68C	04	Bad egg	No
F68D	11	Bad egg	No
F68E	30	Bad egg	No
F68F	DC	Bad egg	No
F690	04	Bad egg	No
F691	E7	Bad egg	No
F692	04	Bad egg	No
F693	E7	Bad egg	No
F694	04	Bad egg	No
F695	4D	Bad egg	No
F696	04	Bad egg	No
F697	E4	Bad egg	No
F698	30	Bad egg	No
F699	1C	Bad egg	No
F69A	30	Bad egg	No
F69B	09	Bad egg	No
F69C	30	Bad egg	No
F69D	8D	Bad egg	No
F69E	05	Bad egg	No
F69F	E7	Bad egg	No
F6A0	04	Bad egg	No
F6A1	26	Bad egg	No
F6A2	04	Bad egg	No
F6A3	D5	Bad egg	No
F6A4	30	Bad egg	No
F6A5	D4	Bad egg	No
F6A6	05	Bad egg	No
F6A7	3C	Bad egg	No
F6A8	04	Bad egg	No
F6A9	09	Bad egg	No
F6AA	30	Bad egg	No
F6AB	F5	Bad egg	No
F6AC	30	Bad egg	No
F6AD	DC	Bad egg	No
F6AE	30	Bad egg	No
F6AF	5D	Bad egg	No
F6B0	30	Bad egg	No
F6B1	11	Bad egg	No
F6B2	30	Bad egg	No
F6B3	10	Bad egg	No
F6B4	30	Bad egg	No
F6B5	10	Bad egg	No
F6B6	30	Bad egg	No
F6B7	E4	Bad egg	No
F6B8	04	Bad egg	No
F6B9	05	Bad egg	No
F6BA	30	Bad egg	No
F6BB	08	Bad egg	No
F6BD	DC	Bad egg	No
F6BE	30	Bad egg	No
F6BF	EC	Bad egg	No
F6C0	04	Bad egg	No
F6C1	D6	Bad egg	No
F6C2	04	Bad egg	No
F6C3	D7	Bad egg	No
F6C4	04	Bad egg	No
F6C5	2C	Bad egg	No
F6C6	30	Bad egg	No
F6C7	DC	Bad egg	No
F6C8	04	Bad egg	No
F6C9	1E	Bad egg	No
F6CA	04	Bad egg	No
F6CB	1F	Bad egg	No
F6CC	04	Bad egg	No
F6CD	1E	Bad egg	No
F6CE	04	Bad egg	No
F6CF	D4	Bad egg	No
F6D0	30	Bad egg	No
F6D1	14	Bad egg	No
F6D2	04	Bad egg	No
F6D3	15	Bad egg	No
F6D4	04	Bad egg	No
F6D5	14	Bad egg	No
F6D6	04	Bad egg	No
F6D7	DB	Bad egg	No
F6D8	30	Bad egg	No
F6D9	DD	Bad egg	No
F6DA	04	Bad egg	No
F6DB	1D	Bad egg	No
F6DC	04	Bad egg	No
F6DD	1C	Bad egg	No
F6DE	04	Bad egg	No
F6DF	1D	Bad egg	No
F6E0	30	Bad egg	No
F6E1	04	Bad egg	No
F6E2	04	Bad egg	No
F6E3	15	Bad egg	No
F6E4	04	Bad egg	No
F6E5	14	Bad egg	No
F6E6	04	Bad egg	No
F6E7	15	Bad egg	No
F6E9	78	Bad egg	No
F6EC	33	Bad egg	No
F6ED	20	Bad egg	No
F6EE	04	Bad egg	No
F6EF	1D	Bad egg	No
F6F0	33	Bad egg	No
F6F1	46	Bad egg	No
F6F2	33	Bad egg	No
F6F3	25	Bad egg	No
F6F4	11	Bad egg	No
F6F5	3E	Bad egg	No
F6F6	33	Bad egg	No
F6F7	22	Bad egg	No
F6F8	11	Bad egg	No
F6F9	29	Bad egg	No
F6FA	33	Bad egg	No
F6FB	35	Bad egg	No
F6FD	3E	Bad egg	No
F6FE	33	Bad egg	No
F6FF	3F	Bad egg	No
F701	2C	Bad egg	No
F702	33	Bad egg	No
F703	29	Bad egg	No
F704	33	Bad egg	No
F706	33	Bad egg	No
F707	3F	Bad egg	No
F708	33	Bad egg	No
F70A	07	Bad egg	No
F70B	3C	Bad egg	No
F70C	33	Bad egg	No
F70D	2B	Bad egg	No
F70F	2A	Bad egg	No
F710	33	Bad egg	No
F711	3E	Bad egg	No
F712	31	Bad egg	No
F713	28	Bad egg	No
F714	33	Bad egg	No
F715	46	Bad egg	No
F716	04	Bad egg	No
F717	F5	Bad egg	No
F718	33	Bad egg	No
F719	2A	Bad egg	No
F71A	33	Bad egg	No
F71B	2A	Bad egg	No
F71C	33	Bad egg	No
F71D	28	Bad egg	No
F71E	33	Bad egg	No
F71F	2C	Bad egg	No
F720	33	Bad egg	No
F721	44	Bad egg	No
F722	33	Bad egg	No
F723	52	Bad egg	No
F724	11	Bad egg	No
F725	43	Bad egg	No
F726	33	Bad egg	No
F727	52	Bad egg	No
F728	07	Bad egg	No
F729	29	Bad egg	No
F72A	33	Bad egg	No
F72B	52	Bad egg	No
F72C	33	Bad egg	No
F72D	46	Bad egg	No
F72E	33	Bad egg	No
F72F	47	Bad egg	No
F730	33	Bad egg	No
F731	2C	Bad egg	No
F732	33	Bad egg	No
F733	29	Bad egg	No
F734	33	Bad egg	No
F735	25	Bad egg	No
F736	33	Bad egg	No
F737	47	Bad egg	No
F738	33	Bad egg	No
F739	52	Bad egg	No
F73A	07	Bad egg	No
F73B	3F	Bad egg	No
F73C	33	Bad egg	No
F73D	52	Bad egg	No
F73E	11	Bad egg	No
F73F	2A	Bad egg	No
F740	33	Bad egg	No
F741	52	Bad egg	No
F742	33	Bad egg	No
F743	28	Bad egg	No
F744	33	Bad egg	No
F745	3E	Bad egg	No
F746	33	Bad egg	No
F747	23	Bad egg	No
F748	33	Bad egg	No
F749	2A	Bad egg	No
F74A	33	Bad egg	No
F74B	2A	Bad egg	No
F74C	33	Bad egg	No
F74D	28	Bad egg	No
F74E	33	Bad egg	No
F74F	46	Bad egg	No
F750	33	Bad egg	No
F751	46	Bad egg	No
F752	33	Bad egg	No
F753	47	Bad egg	No
F754	11	Bad egg	No
F755	3E	Bad egg	No
F756	33	Bad egg	No
F757	51	Bad egg	No
F758	04	Bad egg	No
F759	29	Bad egg	No
F75A	33	Bad egg	No
F75B	44	Bad egg	No
F75C	33	Bad egg	No
F75D	24	Bad egg	No
F75E	33	Bad egg	No
F75F	3F	Bad egg	No
F760	33	Bad egg	No
F761	2C	Bad egg	No
F762	33	Bad egg	No
F763	29	Bad egg	No
F764	33	Bad egg	No
F765	2D	Bad egg	No
F766	33	Bad egg	No
F767	3F	Bad egg	No
F768	33	Bad egg	No
F769	3E	Bad egg	No
F76A	04	Bad egg	No
F76B	47	Bad egg	No
F76C	33	Bad egg	No
F76D	46	Bad egg	No
F76E	11	Bad egg	No
F76F	2A	Bad egg	No
F770	33	Bad egg	No
F771	5A	Bad egg	No
F772	33	Bad egg	No
F773	28	Bad egg	No
F774	33	Bad egg	No
F775	61	Bad egg	No
F776	33	Bad egg	No
F777	2B	Bad egg	No
F778	33	Bad egg	No
F779	2A	Bad egg	No
F77A	33	Bad egg	No
F77B	2A	Bad egg	No
F77C	33	Bad egg	No
F77D	28	Bad egg	No
F77E	13	Bad egg	No
F77F	3E	Bad egg	No
F780	33	Bad egg	No
F781	3E	Bad egg	No
F782	13	Bad egg	No
F783	2A	Bad egg	No
F784	11	Bad egg	No
F785	46	Bad egg	No
F786	33	Bad egg	No
F787	28	Bad egg	No
F788	04	Bad egg	No
F789	29	Bad egg	No
F78A	33	Bad egg	No
F78B	61	Bad egg	No
F78C	33	Bad egg	No
F78D	3E	Bad egg	No
F78E	33	Bad egg	No
F78F	60	Bad egg	No
F790	33	Bad egg	No
F791	2C	Bad egg	No
F792	33	Bad egg	No
F793	29	Bad egg	No
F794	13	Bad egg	No
F795	35	Bad egg	No
F796	33	Bad egg	No
F797	47	Bad egg	No
F798	13	Bad egg	No
F799	46	Bad egg	No
F79A	04	Bad egg	No
F79B	3F	Bad egg	No
F79C	33	Bad egg	No
F79D	29	Bad egg	No
F79E	11	Bad egg	No
F79F	2A	Bad egg	No
F7A0	33	Bad egg	No
F7A1	62	Bad egg	No
F7A2	33	Bad egg	No
F7A3	28	Bad egg	No
F7A4	33	Bad egg	No
F7A5	61	Bad egg	No
F7A6	33	Bad egg	No
F7A7	33	Bad egg	No
F7A8	33	Bad egg	No
F7A9	46	Bad egg	No
F7AA	33	Bad egg	No
F7AB	2A	Bad egg	No
F7AC	33	Bad egg	No
F7AD	38	Bad egg	No
F7AE	13	Bad egg	No
F7AF	3F	Bad egg	No
F7B0	33	Bad egg	No
F7B1	61	Bad egg	No
F7B2	13	Bad egg	No
F7B3	2A	Bad egg	No
F7B4	11	Bad egg	No
F7B5	60	Bad egg	No
F7B6	33	Bad egg	No
F7B7	28	Bad egg	No
F7B8	07	Bad egg	No
F7B9	29	Bad egg	No
F7BA	13	Bad egg	No
F7BB	61	Bad egg	No
F7BC	33	Bad egg	No
F7BD	34	Bad egg	No
F7BE	13	Bad egg	No
F7BF	60	Bad egg	No
F7C0	33	Bad egg	No
F7C1	2C	Bad egg	No
F7C2	33	Bad egg	No
F7C3	41	Bad egg	No
F7C4	13	Bad egg	No
F7C5	F4	Bad egg	No
F7C6	33	Bad egg	No
F7C7	62	Bad egg	No
F7C8	13	Bad egg	No
F7C9	3E	Bad egg	No
F7CA	07	Bad egg	No
F7CB	61	Bad egg	No
F7CC	33	Bad egg	No
F7CD	29	Bad egg	No
F7CE	11	Bad egg	No
F7CF	2A	Bad egg	No
F7D0	33	Bad egg	No
F7D1	62	Bad egg	No
F7D2	33	Bad egg	No
F7D3	28	Bad egg	No
F7D4	13	Bad egg	No
F7D5	61	Bad egg	No
F7D6	33	Bad egg	No
F7D7	F5	Bad egg	No
F7D8	13	Bad egg	No
F7D9	42	Bad egg	No
F7DA	33	Bad egg	No
F7DB	2A	Bad egg	No
F7DC	33	Bad egg	No
F7DD	40	Bad egg	No
F7DE	13	Bad egg	No
F7DF	47	Bad egg	No
F7E0	33	Bad egg	No
F7E1	61	Bad egg	No
F7E2	13	Bad egg	No
F7E3	2A	Bad egg	No
F7E4	11	Bad egg	No
F7E5	60	Bad egg	No
F7E6	33	Bad egg	No
F7E7	28	Bad egg	No
F7E8	07	Bad egg	No
F7E9	29	Bad egg	No
F7EA	13	Bad egg	No
F7EB	61	Bad egg	No
F7EC	33	Bad egg	No
F7ED	46	Bad egg	No
F7EE	13	Bad egg	No
F7EF	60	Bad egg	No
F7F0	33	Bad egg	No
F7F1	2C	Bad egg	No
F7F2	33	Bad egg	No
F7F3	41	Bad egg	No
F7F4	13	Bad egg	No
F7F5	F4	Bad egg	No
F7F6	33	Bad egg	No
F7F7	62	Bad egg	No
F7F8	13	Bad egg	No
F7F9	46	Bad egg	No
F7FA	07	Bad egg	No
F7FB	61	Bad egg	No
F7FC	33	Bad egg	No
F7FD	29	Bad egg	No
F7FE	11	Bad egg	No
F7FF	2A	Bad egg	No
F800	33	Bad egg	No
F801	62	Bad egg	No
F802	33	Bad egg	No
F803	28	Bad egg	No
F804	13	Bad egg	No
F805	61	Bad egg	No
F806	33	Bad egg	No
F807	F5	Bad egg	No
F808	13	Bad egg	No
F809	42	Bad egg	No
F80A	33	Bad egg	No
F80B	2A	Bad egg	No
F80C	33	Bad egg	No
F80D	40	Bad egg	No
F80E	13	Bad egg	No
F80F	2C	Bad egg	No
F810	33	Bad egg	No
F811	61	Bad egg	No
F812	13	Bad egg	No
F813	2A	Bad egg	No
F814	11	Bad egg	No
F815	60	Bad egg	No
F816	33	Bad egg	No
F817	28	Bad egg	No
F818	07	Bad egg	No
F819	29	Bad egg	No
F81A	13	Bad egg	No
F81B	61	Bad egg	No
F81C	33	Bad egg	No
F81D	3E	Bad egg	No
F81E	13	Bad egg	No
F81F	60	Bad egg	No
F820	33	Bad egg	No
F821	2C	Bad egg	No
F822	33	Bad egg	No
F823	41	Bad egg	No
F824	13	Bad egg	No
F825	25	Bad egg	No
F826	33	Bad egg	No
F827	62	Bad egg	No
F828	13	Bad egg	No
F829	3E	Bad egg	No
F82A	07	Bad egg	No
F82B	61	Bad egg	No
F82C	33	Bad egg	No
F82D	29	Bad egg	No
F82E	11	Bad egg	No
F82F	2A	Bad egg	No
F830	33	Bad egg	No
F831	62	Bad egg	No
F832	33	Bad egg	No
F833	28	Bad egg	No
F834	13	Bad egg	No
F835	61	Bad egg	No
F836	33	Bad egg	No
F837	23	Bad egg	No
F838	13	Bad egg	No
F839	42	Bad egg	No
F83A	33	Bad egg	No
F83B	2A	Bad egg	No
F83C	33	Bad egg	No
F83D	40	Bad egg	No
F83E	13	Bad egg	No
F83F	46	Bad egg	No
F840	33	Bad egg	No
F841	61	Bad egg	No
F842	13	Bad egg	No
F843	2A	Bad egg	No
F844	11	Bad egg	No
F845	60	Bad egg	No
F846	33	Bad egg	No
F847	28	Bad egg	No
F848	04	Bad egg	No
F849	29	Bad egg	No
F84A	13	Bad egg	No
F84B	61	Bad egg	No
F84C	33	Bad egg	No
F84D	24	Bad egg	No
F84E	13	Bad egg	No
F84F	60	Bad egg	No
F850	33	Bad egg	No
F851	2C	Bad egg	No
F852	33	Bad egg	No
F853	41	Bad egg	No
F854	13	Bad egg	No
F855	2D	Bad egg	No
F856	33	Bad egg	No
F857	62	Bad egg	No
F858	13	Bad egg	No
F859	46	Bad egg	No
F85A	04	Bad egg	No
F85B	61	Bad egg	No
F85C	33	Bad egg	No
F85D	29	Bad egg	No
F85E	11	Bad egg	No
F85F	2A	Bad egg	No
F860	33	Bad egg	No
F861	62	Bad egg	No
F862	33	Bad egg	No
F863	28	Bad egg	No
F864	13	Bad egg	No
F865	61	Bad egg	No
F866	33	Bad egg	No
F867	2B	Bad egg	No
F868	13	Bad egg	No
F869	42	Bad egg	No
F86A	33	Bad egg	No
F86B	2A	Bad egg	No
F86C	33	Bad egg	No
F86D	40	Bad egg	No
F86E	13	Bad egg	No
F86F	3E	Bad egg	No
F870	33	Bad egg	No
F871	61	Bad egg	No
F872	13	Bad egg	No
F873	2A	Bad egg	No
F874	11	Bad egg	No
F875	60	Bad egg	No
F876	33	Bad egg	No
F877	28	Bad egg	No
F878	04	Bad egg	No
F879	29	Bad egg	No
F87A	13	Bad egg	No
F87B	61	Bad egg	No
F87C	33	Bad egg	No
F87D	3E	Bad egg	No
F87E	13	Bad egg	No
F87F	60	Bad egg	No
F880	33	Bad egg	No
F881	2C	Bad egg	No
F882	33	Bad egg	No
F883	41	Bad egg	No
F884	13	Bad egg	No
F885	35	Bad egg	No
F886	33	Bad egg	No
F887	4E	Bad egg	No
F888	13	Bad egg	No
F889	3E	Bad egg	No
F88A	04	Bad egg	No
F88B	47	Bad egg	No
F88C	33	Bad egg	No
F88D	29	Bad egg	No
F88E	11	Bad egg	No
F88F	2A	Bad egg	No
F890	33	Bad egg	No
F891	62	Bad egg	No
F892	33	Bad egg	No
F893	28	Bad egg	No
F894	33	Bad egg	No
F895	61	Bad egg	No
F896	33	Bad egg	No
F897	33	Bad egg	No
F898	33	Bad egg	No
F899	59	Bad egg	No
F89A	33	Bad egg	No
F89B	2A	Bad egg	No
F89C	33	Bad egg	No
F89D	61	Bad egg	No
F89E	13	Bad egg	No
F89F	47	Bad egg	No
F8A0	33	Bad egg	No
F8A1	60	Bad egg	No
F8A2	13	Bad egg	No
F8A3	2A	Bad egg	No
F8A4	11	Bad egg	No
F8A5	46	Bad egg	No
F8A6	13	Bad egg	No
F8A7	28	Bad egg	No
F8A8	07	Bad egg	No
F8A9	29	Bad egg	No
F8AA	13	Bad egg	No
F8AB	61	Bad egg	No
F8AC	33	Bad egg	No
F8AD	34	Bad egg	No
F8AE	33	Bad egg	No
F8AF	61	Bad egg	No
F8B0	33	Bad egg	No
F8B1	2C	Bad egg	No
F8B2	33	Bad egg	No
F8B3	61	Bad egg	No
F8B4	13	Bad egg	No
F8B5	F4	Bad egg	No
F8B6	33	Bad egg	No
F8B7	61	Bad egg	No
F8B8	13	Bad egg	No
F8B9	46	Bad egg	No
F8BA	07	Bad egg	No
F8BB	3F	Bad egg	No
F8BC	13	Bad egg	No
F8BD	29	Bad egg	No
F8BE	11	Bad egg	No
F8BF	2A	Bad egg	No
F8C0	13	Bad egg	No
F8C2	33	Bad egg	No
F8C3	28	Bad egg	No
F8C4	13	Bad egg	No
F8C5	61	Bad egg	No
F8C6	33	Bad egg	No
F8C7	F5	Bad egg	No
F8C8	33	Bad egg	No
F8C9	61	Bad egg	No
F8CA	33	Bad egg	No
F8CB	2A	Bad egg	No
F8CC	33	Bad egg	No
F8CD	61	Bad egg	No
F8CE	13	Bad egg	No
F8CF	3F	Bad egg	No
F8D0	33	Bad egg	No
F8D1	60	Bad egg	No
F8D2	13	Bad egg	No
F8D3	2A	Bad egg	No
F8D4	11	Bad egg	No
F8D5	3E	Bad egg	No
F8D6	13	Bad egg	No
F8D7	28	Bad egg	No
F8D8	07	Bad egg	No
F8D9	29	Bad egg	No
F8DA	13	Bad egg	No
F8DB	61	Bad egg	No
F8DC	33	Bad egg	No
F8DD	3E	Bad egg	No
F8DE	33	Bad egg	No
F8DF	61	Bad egg	No
F8E0	33	Bad egg	No
F8E1	2C	Bad egg	No
F8E2	33	Bad egg	No
F8E3	61	Bad egg	No
F8E4	13	Bad egg	No
F8E5	F4	Bad egg	No
F8E6	33	Bad egg	No
F8E7	61	Bad egg	No
F8E8	13	Bad egg	No
F8E9	3E	Bad egg	No
F8EA	07	Bad egg	No
F8EB	47	Bad egg	No
F8EC	13	Bad egg	No
F8ED	29	Bad egg	No
F8EE	11	Bad egg	No
F8EF	2A	Bad egg	No
F8F0	13	Bad egg	No
F8F1	62	Bad egg	No
F8F2	33	Bad egg	No
F8F3	28	Bad egg	No
F8F4	13	Bad egg	No
F8F5	61	Bad egg	No
F8F6	33	Bad egg	No
F8F7	F5	Bad egg	No
F8F8	33	Bad egg	No
F8F9	61	Bad egg	No
F8FA	33	Bad egg	No
F8FB	2A	Bad egg	No
F8FC	33	Bad egg	No
F8FD	61	Bad egg	No
F8FE	13	Bad egg	No
F8FF	2C	Bad egg	No
F900	33	Bad egg	No
F901	4E	Bad egg	No
F902	33	Bad egg	No
F903	2A	Bad egg	No
F904	11	Bad egg	No
F905	46	Bad egg	No
F906	33	Bad egg	No
F907	28	Bad egg	No
F908	07	Bad egg	No
F909	29	Bad egg	No
F90A	33	Bad egg	No
F90B	3F	Bad egg	No
F90C	33	Bad egg	No
F90D	46	Bad egg	No
F90E	33	Bad egg	No
F90F	47	Bad egg	No
F910	33	Bad egg	No
F911	2C	Bad egg	No
F912	33	Bad egg	No
F913	59	Bad egg	No
F914	13	Bad egg	No
F915	25	Bad egg	No
F916	33	Bad egg	No
F917	61	Bad egg	No
F918	13	Bad egg	No
F919	46	Bad egg	No
F91A	07	Bad egg	No
F91B	3F	Bad egg	No
F91C	13	Bad egg	No
F91D	29	Bad egg	No
F91E	11	Bad egg	No
F91F	2A	Bad egg	No
F920	13	Bad egg	No
F921	62	Bad egg	No
F922	33	Bad egg	No
F923	28	Bad egg	No
F924	13	Bad egg	No
F925	61	Bad egg	No
F926	33	Bad egg	No
F927	23	Bad egg	No
F928	33	Bad egg	No
F929	61	Bad egg	No
F92A	33	Bad egg	No
F92B	2A	Bad egg	No
F92C	33	Bad egg	No
F92D	61	Bad egg	No
F92E	13	Bad egg	No
F92F	46	Bad egg	No
F930	33	Bad egg	No
F931	4E	Bad egg	No
F932	33	Bad egg	No
F933	2A	Bad egg	No
F934	11	Bad egg	No
F935	3E	Bad egg	No
F936	33	Bad egg	No
F937	28	Bad egg	No
F938	04	Bad egg	No
F939	29	Bad egg	No
F93A	33	Bad egg	No
F93B	47	Bad egg	No
F93C	33	Bad egg	No
F93D	3E	Bad egg	No
F93E	33	Bad egg	No
F93F	3F	Bad egg	No
F940	33	Bad egg	No
F941	2C	Bad egg	No
F942	04	Bad egg	No
F943	E7	Bad egg	No
F944	33	Bad egg	No
F945	F7	Bad egg	No
F946	11	Bad egg	No
F947	21	Bad egg	No
F948	33	Bad egg	No
F949	08	Bad egg	No
F94A	05	Bad egg	No
F94B	F5	Bad egg	No
F94C	33	Bad egg	No
F94D	2A	Bad egg	No
F94F	2B	Bad egg	No
F950	33	Bad egg	No
F951	2A	Bad egg	No
F952	11	Bad egg	No
F953	19	Bad egg	No
F954	33	Bad egg	No
F955	28	Bad egg	No
F956	05	Bad egg	No
F958	11	Bad egg	No
F959	44	Bad egg	No
F95A	04	Bad egg	No
F95C	05	Bad egg	No
F95D	2A	Bad egg	No
F95E	33	Bad egg	No
F95F	2B	Bad egg	No
F960	11	Bad egg	No
F961	28	Bad egg	No
F962	33	Bad egg	No
F963	10	Bad egg	No
F965	2C	Bad egg	No
F966	33	Bad egg	No
F967	F4	Bad egg	No
F968	05	Bad egg	No
F969	2B	Bad egg	No
F96A	33	Bad egg	No
F96B	29	Bad egg	No
F96C	11	Bad egg	No
F96D	18	Bad egg	No
F96E	04	Bad egg	No
F96F	45	Bad egg	No
F970	11	Bad egg	No
F972	11	Bad egg	No
F973	43	Bad egg	No
F974	33	Bad egg	No
F975	19	Bad egg	No
F976	11	Bad egg	No
F977	29	Bad egg	No
F978	33	Bad egg	No
F979	10	Bad egg	No
F97A	05	Bad egg	No
F97B	F5	Bad egg	No
F97C	33	Bad egg	No
F97D	2A	Bad egg	No
F97F	2B	Bad egg	No
F980	33	Bad egg	No
F981	2A	Bad egg	No
F982	05	Bad egg	No
F983	11	Bad egg	No
F984	33	Bad egg	No
F985	28	Bad egg	No
F986	05	Bad egg	No
F987	2B	Bad egg	No
F988	11	Bad egg	No
F989	46	Bad egg	No
F98A	04	Bad egg	No
F98C	11	Bad egg	No
F98D	2A	Bad egg	No
F98E	33	Bad egg	No
F98F	11	Bad egg	No
F990	05	Bad egg	No
F991	28	Bad egg	No
F992	33	Bad egg	No
F993	2B	Bad egg	No
F995	2C	Bad egg	No
F996	33	Bad egg	No
F997	F4	Bad egg	No
F999	19	Bad egg	No
F99A	33	Bad egg	No
F99B	31	Bad egg	No
F99C	05	Bad egg	No
F99E	04	Bad egg	No
F99F	B0	Bad egg	No
F9A0	11	Bad egg	No
F9A2	05	Bad egg	No
F9A3	09	Bad egg	No
F9A4	30	Bad egg	No
F9A7	2D	Bad egg	No
F9AA	04	Bad egg	No
F9AB	10	Bad egg	No
F9AC	05	Bad egg	No
F9AF	1D	Bad egg	No
F9B0	04	Bad egg	No
F9B1	1C	Bad egg	No
F9B2	04	Bad egg	No
F9B3	1D	Bad egg	No
F9B5	11	Bad egg	No
F9B6	30	Bad egg	No
F9B7	19	Bad egg	No
F9B9	2B	Bad egg	No
F9BA	04	Bad egg	No
F9BB	15	Bad egg	No
F9BC	04	Bad egg	No
F9BD	14	Bad egg	No
F9BE	04	Bad egg	No
F9BF	CB	Bad egg	No
F9C1	11	Bad egg	No
F9C2	11	Bad egg	No
F9C4	11	Bad egg	No
F9C5	1C	Bad egg	No
F9C6	04	Bad egg	No
F9C7	1D	Bad egg	No
F9C8	04	Bad egg	No
F9C9	1C	Bad egg	No
F9CA	05	Bad egg	No
F9CB	04	Bad egg	No
F9CC	30	Bad egg	No
F9CD	2B	Bad egg	No
F9CE	05	Bad egg	No
F9CF	13	Bad egg	No
F9D0	04	Bad egg	No
F9D1	14	Bad egg	No
F9D2	04	Bad egg	No
F9D3	15	Bad egg	No
F9D4	04	Bad egg	No
F9D5	2B	Bad egg	No
F9D6	30	Bad egg	No
F9D7	10	Bad egg	No
F9D8	11	Bad egg	No
F9D9	10	Bad egg	No
F9DA	05	Bad egg	No
F9DB	1D	Bad egg	No
F9DC	04	Bad egg	No
F9DD	1C	Bad egg	No
F9DE	04	Bad egg	No
F9DF	1D	Bad egg	No
F9E0	11	Bad egg	No
F9E1	09	Bad egg	No
F9E2	30	Bad egg	No
F9E3	2B	Bad egg	No
F9E4	05	Bad egg	No
F9E5	F5	Bad egg	No
F9E6	04	Bad egg	No
F9E7	25	Bad egg	No
F9E8	04	Bad egg	No
F9E9	24	Bad egg	No
F9EA	04	Bad egg	No
F9EB	2B	Bad egg	No
F9EC	30	Bad egg	No
F9ED	04	Bad egg	No
F9EE	13	Bad egg	No
F9EF	6E	Bad egg	No
F9F0	04	Bad egg	No
F9F1	05	Bad egg	No
F9F2	04	Bad egg	No
F9F3	05	Bad egg	No
F9F4	04	Bad egg	No
F9F6	11	Bad egg	No
F9F7	D4	Bad egg	No
F9F8	30	Bad egg	No
F9F9	33	Bad egg	No
F9FA	31	Bad egg	No
F9FB	E7	Bad egg	No
F9FC	04	Bad egg	No
F9FD	4D	Bad egg	No
F9FE	30	Bad egg	No
F9FF	E7	Bad egg	No
FA01	2C	Bad egg	No
FA02	30	Bad egg	No
FA03	D4	Bad egg	No
FA04	30	Bad egg	No
FA05	D4	Bad egg	No
FA06	30	Bad egg	No
FA07	D4	Bad egg	No
FA08	05	Bad egg	No
FA09	D4	Bad egg	No
FA0A	30	Bad egg	No
FA0B	2B	Bad egg	No
FA0C	11	Bad egg	No
FA0D	DC	Bad egg	No
FA0E	30	Bad egg	No
FA0F	DC	Bad egg	No
FA10	30	Bad egg	No
FA11	DC	Bad egg	No
FA12	30	Bad egg	No
FA13	B5	Bad egg	No
FA14	30	Bad egg	No
FA15	DC	Bad egg	No
FA16	11	Bad egg	No
FA17	F6	Bad egg	No
FA18	30	Bad egg	No
FA19	DC	Bad egg	No
FA1A	30	Bad egg	No
FA1B	DC	Bad egg	No
FA1C	30	Bad egg	No
FA1D	E4	Bad egg	No
FA1E	04	Bad egg	No
FA1F	E4	Bad egg	No
FA20	30	Bad egg	No
FA21	D3	Bad egg	No
FA22	13	Bad egg	No
FA23	66	Bad egg	No
FA24	13	Bad egg	No
FA25	66	Bad egg	No
FA26	13	Bad egg	No
FA27	66	Bad egg	No
FA28	04	Bad egg	No
FA29	E6	Bad egg	No
FA2A	04	Bad egg	No
FA2B	D7	Bad egg	No
FA2C	05	Bad egg	No
FA2D	2B	Bad egg	No
FA2E	11	Bad egg	No
FA2F	2B	Bad egg	No
FA30	11	Bad egg	No
FA31	2B	Bad egg	No
FA32	05	Bad egg	No
FA33	08	Bad egg	No
FA34	30	Bad egg	No
FA35	1E	Bad egg	No
FA36	04	Bad egg	No
